Probeset	Gene Symbol	EntrezsA	logFC	AveExpr	t	P.Value	adj.P.Val	B
213897_s_at	MRPL23	6150	-0,283389363	8,197976386	-0,780608179	0,445715753	0,63638589	-6,208388752
212365_at	MYO1B	4430	-0,209104094	9,064659455	-0,780023073	0,446050949	0,636611845	-6,2088451
220939_s_at	DPP8	54878	0,171080406	10,07592181	0,779974517	0,446078773	0,636611845	-6,208882956
210314_x_at	TNFSF13	8741	-0,27166822	9,941324732	-0,779677665	0,446248901	0,636708505	-6,209114348
209029_at	COPS7A	50813	-0,162961687	9,675689924	-0,778927673	0,446678905	0,636897736	-6,209698592
213376_at	ZBTB1	22890	0,230757404	9,694445499	0,778911276	0,446688309	0,636897736	-6,20971136
204186_s_at	PPID	5481	-0,232886638	8,344888816	-0,778515176	0,446915517	0,636897736	-6,210019704
218112_at	MRPS34	65993	-0,174731344	8,548722933	-0,77850152	0,446923352	0,636897736	-6,210030333
211748_x_at	PTGDS	5730	0,331813294	9,883380374	0,778400932	0,446981063	0,636897736	-6,210108611
209678_s_at	PRKCI	5584	-0,233306581	8,616274051	-0,778374733	0,446996095	0,636897736	-6,210128998
212624_s_at	CHN1	1123	0,306236733	9,697182775	0,778125329	0,447139209	0,636904068	-6,210323039
203016_s_at	SSX2IP	117178	0,248039123	8,960189645	0,77801	0,447205398	0,636904068	-6,210412748
222379_at	KCNE4	23704	-0,520792799	6,672708336	-0,776358895	0,448153647	0,638022424	-6,211695708
205809_s_at	WASL	8976	0,217352162	7,922176182	0,776285419	0,448195874	0,638022424	-6,211752742
215772_x_at	SUCLG2	8801	-0,243284792	9,523553641	-0,775516225	0,448638082	0,638505744	-6,212349511
201277_s_at	HNRNPAB	3182	0,191020814	11,93740573	0,774812447	0,449042919	0,638935669	-6,212895046
212815_at	ASCC3	10973	0,276525759	8,880650139	0,77449878	0,449223423	0,63904627	-6,213138036
213282_at	APOOL	139322	-0,173392122	8,453423372	-0,774147265	0,449425762	0,639187874	-6,213410239
219874_at	SLC12A8	84561	-0,187590576	6,634684055	-0,772677004	0,450272679	0,639609572	-6,214547516
204341_at	TRIM16	10626	0,198714448	7,726808364	0,772632666	0,450298234	0,639609572	-6,214581781
216713_at	KRIT1	889	0,167166663	6,551699723	0,772624559	0,450302907	0,639609572	-6,214588046
202451_at	GTF2H1	2965	0,179386161	9,228517536	0,772467169	0,450393631	0,639609572	-6,214709664
209153_s_at	TCF3	6929	0,236079432	9,069252317	0,772383801	0,450441691	0,639609572	-6,214774074
200096_s_at	ATP6V0E1	8992	-0,178107908	11,54174405	-0,772322358	0,450477114	0,639609572	-6,21482154
201791_s_at	DHCR7	1717	-0,417912533	9,621230891	-0,772282225	0,450500252	0,639609572	-6,214852543
214247_s_at	DKK3	27122	-0,304735402	9,23491857	-0,772204304	0,450545179	0,639609572	-6,214912732
201824_at	RNF14	9604	0,272009105	7,789400792	0,771830696	0,450760626	0,639769362	-6,21520124
201377_at	UBAP2L	9898	0,182647243	9,403222007	0,77080698	0,451351296	0,640427691	-6,21599111
201113_at	TUFM	7284	-0,17512723	10,90550631	-0,770669848	0,451430455	0,640427691	-6,216096843
203480_s_at	OTUD4	54726	0,164386826	9,432076521	0,769946197	0,451848324	0,64074382	-6,21665451
203113_s_at	EEF1D	1936	-0,198383393	12,31837818	-0,769927049	0,451859384	0,64074382	-6,216669259
209694_at	PTS	5805	0,220507951	10,28993762	0,769338989	0,452199138	0,641020769	-6,217122066
204905_s_at	EEF1E1	9521	0,284332506	8,648363245	0,768900876	0,452452361	0,641020769	-6,217459203
219511_s_at	SNCAIP	9627	0,215284802	6,647642416	0,768830357	0,452493128	0,641020769	-6,217513453
204091_at	PDE6D	5147	0,195486551	8,44257176	0,768747118	0,452541252	0,641020769	-6,217577482
201133_s_at	PJA2	9867	-0,249655305	9,058470409	-0,768614242	0,452618079	0,641020769	-6,217679678
218543_s_at	PARP12	64761	0,312269068	9,542290611	0,768418459	0,452731292	0,641020769	-6,217830227
204716_at	CCDC6	8030	-0,326995999	8,751634059	-0,768340583	0,45277633	0,641020769	-6,217890101
205087_at	RWDD3	25950	0,241377544	5,852465697	0,767407012	0,45331645	0,641639355	-6,21860742
212407_at	METTL13	51603	0,220910816	8,997941424	0,766287067	0,453964919	0,642349981	-6,219466869
200924_s_at	SLC3A2	6520	-0,188718091	9,903814758	-0,766183156	0,454025115	0,642349981	-6,219546552
203423_at	RBP1	5947	0,43770714	8,53474706	0,765120574	0,454640947	0,643074934	-6,220360796
202623_at	EAPP	55837	-0,219569327	9,219786027	-0,764756318	0,454852175	0,643227387	-6,220639679
202746_at	ITM2A	9452	0,380259999	6,995288622	0,764063212	0,455254263	0,643649616	-6,221169994
219431_at	ARHGAP10	79658	-0,146817688	8,005254645	-0,761963824	0,456473503	0,645226698	-6,222773562
201027_s_at	EIF5B	9669	0,174577705	8,675770879	0,759996805	0,457617682	0,646696988	-6,224272287
205382_s_at	CFD	1675	-0,313340499	8,457493497	-0,759381944	0,457975696	0,647055868	-6,224740025
202289_s_at	TACC2	10579	-0,370172454	9,21828435	-0,758004056	0,458778615	0,648043033	-6,225786931
220952_s_at	PLEKHA5	54477	0,294157701	7,892704921	0,75763638	0,458993012	0,648198625	-6,226065987
208926_at	NEU1	4758	-0,175116759	8,512441923	-0,757450865	0,459101211	0,648204208	-6,22620674
202979_s_at	CREBZF	58487	0,269649059	6,523694201	0,757157613	0,459272279	0,648298531	-6,226429169
203166_at	CFDP1	10428	0,240243896	9,724234908	0,756736791	0,459517831	0,648497929	-6,226748219
209338_at	TFCP2	7024	0,178477754	8,627652227	0,756252238	0,459800671	0,648749846	-6,227115381
204112_s_at	HNMT	3176	-0,250585435	9,398530041	-0,755728759	0,460106352	0,648946562	-6,227511792
202519_at	MLXIP	22877	0,189688748	8,656100512	0,755643823	0,460155961	0,648946562	-6,227576087
203038_at	PTPRK	5796	0,305410672	10,67499658	0,755337891	0,460334676	0,648946562	-6,227807615
203082_at	BMS1	9790	0,148295715	9,240922375	0,755298729	0,460357556	0,648946562	-6,227837246
211330_s_at	HFE	3077	-0,211905002	6,393068143	-0,755084684	0,460482623	0,648975737	-6,227999175
201653_at	CNIH1	10175	-0,248697317	10,83138995	-0,754739626	0,460684284	0,6489933	-6,228260126
213737_x_at	GOLGA8N	643699	0,248844641	8,839934167	0,754706183	0,460703832	0,6489933	-6,228285411
212859_x_at	MT1E	4493	0,339862201	10,31444519	0,754378937	0,460895139	0,649115735	-6,228532779
218055_s_at	WDR41	55255	0,27556293	8,498601251	0,75280837	0,461813957	0,650262497	-6,229718589
201099_at	USP9X	8239	-0,215625914	9,439888836	-0,752466663	0,462014012	0,650396904	-6,22997628
218468_s_at	GREM1	26585	0,385054506	8,333830247	0,75101204	0,462866218	0,65144183	-6,231072024
210627_s_at	MOGS	7841	0,14940607	8,370354813	0,750842143	0,462965817	0,65144183	-6,231199875
203270_at	DTYMK	1841	-0,18381082	7,751398979	-0,750386839	0,463232792	0,651670023	-6,231542369
209553_at	VPS8	23355	0,148215223	7,516009824	0,750116224	0,463391517	0,651745861	-6,231745842
202211_at	ARFGAP3	26286	-0,187520679	8,548509096	-0,749929108	0,463501286	0,651752826	-6,231886493
219281_at	MSRA	4482	0,156206844	9,27751733	0,74973057	0,463617772	0,651769231	-6,232035693
212586_at	CAST	831	0,238547247	9,95892351	0,749378048	0,463824649	0,651805769	-6,232300521
204464_s_at	EDNRA	1909	-0,302161076	9,554798324	-0,749329038	0,463853414	0,651805769	-6,232337329
202344_at	HSF1	3297	-0,178547002	7,558835088	-0,748995702	0,46404909	0,651933403	-6,232587621
208959_s_at	ERP44	23071	0,18102624	10,39165903	0,748525777	0,464325032	0,652173718	-6,232940297
221047_s_at	MARK1	4139	0,248218056	6,602923573	0,748281986	0,464468226	0,652192513	-6,233123179
218217_at	SCPEP1	59342	-0,303020498	10,87509159	-0,748145867	0,464548189	0,652192513	-6,233225266
209651_at	TGFB1I1	7041	0,254912139	8,674397596	0,747937397	0,464670671	0,652217208	-6,233381581
221088_s_at	PPP1R9A	55607	-0,240991991	7,410732466	-0,747281999	0,465055863	0,652610552	-6,233872745
202810_at	DRG1	4733	0,168275	10,93814314	0,746223762	0,465678221	0,653232904	-6,234664954
201700_at	CCND3	896	0,156187226	9,270682601	0,746170656	0,465709467	0,653232904	-6,234704682
204019_s_at	SH3YL1	26751	0,31425792	10,59559868	0,745137224	0,466317748	0,653938601	-6,235477256
201386_s_at	DHX15	1665	-0,176982146	10,58370119	-0,744410087	0,466746031	0,654391616	-6,236020249
219131_at	UBIAD1	29914	-0,168401654	6,608970972	-0,743280881	0,467411603	0,655177039	-6,236862505
206081_at	SLC24A1	9187	0,146156175	8,256831632	0,742923595	0,467622313	0,655198248	-6,237128751
200704_at	LITAF	9516	0,166118205	11,85468744	0,742897888	0,467637476	0,655198248	-6,237147903
47069_at	PRR5	55615	-0,138239491	8,702793575	-0,74247926	0,467884439	0,655396586	-6,237459696
217840_at	DDX41	51428	0,185514209	9,452362927	0,742077743	0,468121383	0,655495843	-6,23775859
208209_s_at	C4BPB	725	-0,168367491	5,97379611	-0,742001918	0,468166137	0,655495843	-6,237815019
207134_x_at	TPSB2	64499	-0,197416572	7,631690262	-0,741726917	0,468328471	0,6555066	-6,238019626
209662_at	CETN3	1070	0,207127852	8,711991082	0,741631743	0,468384661	0,6555066	-6,238090421
219031_s_at	NIP7	51388	0,178425693	6,764316826	0,741384338	0,468530746	0,655520311	-6,238274414
210404_x_at	CAMK2B	816	-0,223240957	5,616347121	-0,741258085	0,468605304	0,655520311	-6,238368284
219330_at	VANGL1	81839	0,206244114	7,322418391	0,740663397	0,468956594	0,65586417	-6,238810243
217941_s_at	ERBIN	55914	0,242334329	9,295175519	0,740330194	0,46915349	0,655991995	-6,239057726
204416_x_at	APOC1	341	0,266501572	10,42891159	0,739765814	0,469487107	0,656191203	-6,239476675
220584_at	PRR36	80164	-0,165913615	7,849317373	-0,739732132	0,469507022	0,656191203	-6,239501668
218897_at	TMEM177	80775	0,188670341	7,687062692	0,738942665	0,469973945	0,65663446	-6,240087178
201807_at	VPS26A	9559	0,160558169	11,33325493	0,738676277	0,470131561	0,65663446	-6,240284613
209684_at	RIN2	54453	0,276752324	10,41097316	0,738660358	0,470140981	0,65663446	-6,240296409
218577_at	LRRC40	55631	0,25660177	8,733968679	0,73706696	0,471084434	0,657804403	-6,241475947
220768_s_at	CSNK1G3	1456	0,161056083	8,189747637	0,736243224	0,471572615	0,65833824	-6,242084795
204127_at	RFC3	5983	0,255479286	9,078666444	0,735838929	0,471812328	0,658525041	-6,242383388
204675_at	SRD5A1	6715	-0,34386825	9,738344155	-0,735072169	0,472267155	0,659011932	-6,242949258
208190_s_at	LSR	51599	-0,198639841	8,750460499	-0,733257552	0,473344597	0,660367222	-6,244286246
201008_s_at	TXNIP	10628	0,177908484	9,241478364	0,732824718	0,473601813	0,660577854	-6,244604695
202077_at	NDUFAB1	4706	0,227975933	11,67857424	0,731913392	0,474143651	0,661147111	-6,245274609
200615_s_at	AP2B1	163	0,221765027	8,89322333	0,731780662	0,474222598	0,661147111	-6,245372113
213316_at	KIAA1462	57608	0,187543533	6,202907571	0,731278807	0,47452117	0,661415071	-6,245740629
201141_at	GPNMB	10457	0,244929693	12,20721314	0,730969883	0,474705015	0,661523035	-6,245967356
203575_at	CSNK2A2	1459	0,175899426	7,971447334	0,730576069	0,474939442	0,661701423	-6,246256257
217731_s_at	ITM2B	9445	0,14256245	10,92524854	0,730372908	0,475060406	0,661721685	-6,246405238
215000_s_at	FEZ2	9637	0,191883088	10,98336405	0,729749108	0,475431935	0,662090879	-6,246862436
201280_s_at	DAB2	1601	-0,297442688	8,700524073	-0,729421749	0,475626977	0,662214184	-6,247102219
219523_s_at	TENM3	55714	-0,15574246	5,965455822	-0,728905643	0,475934572	0,662494105	-6,247480049
211981_at	COL4A1	1282	0,224827812	9,003270383	0,728582856	0,47612701	0,662613642	-6,247716227
215548_s_at	SCFD1	23256	0,206032587	7,903272047	0,727981867	0,476485431	0,662868886	-6,2481557
208816_x_at	ANXA2P2	304	-0,168025213	10,68544394	-0,727917835	0,476523628	0,662868886	-6,248202503
218460_at	DNAAF5	54919	-0,186561089	9,185407424	-0,727681106	0,476664861	0,662917044	-6,248375503
213193_x_at	TRBC1	28639	0,375885283	9,775679311	0,726375673	0,477444131	0,663628898	-6,249328558
213090_s_at	TAF4	6874	0,186810521	7,677211499	0,726331949	0,477470245	0,663628898	-6,249360452
212990_at	SYNJ1	8867	0,179202446	6,678541597	0,726287329	0,477496895	0,663628898	-6,249392997
213056_at	FRMD4B	23150	-0,23093183	7,262631849	-0,725910697	0,477721878	0,663793216	-6,249667633
212977_at	ACKR3	57007	0,419791939	8,408055142	0,723895522	0,478926732	0,665318682	-6,251134809
205042_at	GNE	10020	-0,197802293	7,571078077	-0,721467637	0,48038074	0,66718951	-6,252897375
218557_at	NIT2	56954	-0,192088361	9,653207155	-0,719991768	0,481265885	0,668269601	-6,25396609
213637_at	DDX52	11056	0,168224998	7,225028906	0,719801094	0,481380312	0,668279254	-6,254104011
209463_s_at	TAF12	6883	0,154839506	7,476237834	0,719015283	0,481852059	0,668647859	-6,254672056
214823_at	ZNF204P	7754	0,199251726	5,287899435	0,719000567	0,481860897	0,668647859	-6,254682689
202922_at	GCLC	2729	-0,185379238	8,156902189	-0,717679426	0,482654645	0,669599863	-6,255636379
203920_at	NR1H3	10062	-0,223368424	7,99232218	-0,717383644	0,482832459	0,669630884	-6,255849669
208770_s_at	EIF4EBP2	1979	0,147864975	9,931828337	0,717283967	0,48289239	0,669630884	-6,255921528
202423_at	KAT6A	7994	0,159738832	9,639685879	0,717001442	0,483062283	0,669717118	-6,256125154
205222_at	EHHADH	1962	-0,255819174	5,193486254	-0,716572231	0,483320451	0,66991962	-6,256434358
220933_s_at	ZCCHC6	79670	-0,176317823	9,082708714	-0,716381196	0,483435384	0,66991962	-6,256571924
207826_s_at	ID3	3399	0,264934357	8,054351379	0,716221354	0,483531562	0,66991962	-6,256687001
202806_at	DBN1	1627	0,210680621	9,33972879	0,71593058	0,483706553	0,669985905	-6,25689628
212861_at	MFSD5	84975	-0,162807549	8,987289329	-0,715783794	0,483794904	0,669985905	-6,257001895
212648_at	DHX29	54505	-0,184908587	9,056593364	-0,715339636	0,484062303	0,670206948	-6,257321353
202818_s_at	TCEB3	6924	-0,153611292	8,623526558	-0,714733101	0,484427601	0,670563407	-6,257757298
202834_at	AGT	183	-0,173742261	7,816361587	-0,714249199	0,484719158	0,670817655	-6,258104852
205176_s_at	ITGB3BP	23421	0,200215687	8,960296354	0,713610132	0,485104361	0,671028516	-6,25856351
213693_s_at	MUC1	4582	-0,619479648	10,48210414	-0,713518196	0,485159791	0,671028516	-6,258629461
210188_at	GABPA	2551	0,172350053	5,822800503	0,713280772	0,485302956	0,671028516	-6,258799741
202469_s_at	CPSF6	11052	0,197965268	9,489834385	0,713280385	0,48530319	0,671028516	-6,258800018
202682_s_at	USP4	7375	-0,196128664	9,030635204	-0,712567341	0,485733301	0,671396094	-6,259311092
202719_s_at	TES	26136	-0,194525138	8,959735821	-0,712481685	0,485784984	0,671396094	-6,259372453
217790_s_at	SSR3	6747	-0,19311917	6,35580195	-0,711664569	0,486278179	0,671787052	-6,259957462
215177_s_at	ITGA6	3655	-0,323048678	8,884225108	-0,711308922	0,486492932	0,671787052	-6,260211888
41660_at	CELSR1	9620	-0,198670497	6,87312966	-0,711002757	0,486677851	0,671787052	-6,260430819
202723_s_at	FOXO1	2308	-0,172826102	8,81145101	-0,710989826	0,486685662	0,671787052	-6,260440063
219778_at	ZFPM2	23414	-0,177053325	6,139817769	-0,710776441	0,48681457	0,671787052	-6,260592595
217908_s_at	DCAF6	55827	-0,252127795	9,398511879	-0,710552389	0,486949942	0,671787052	-6,260752704
201375_s_at	PPP2CB	5516	0,212628123	10,48721149	0,710539675	0,486957625	0,671787052	-6,260761789
208671_at	SERINC1	57515	0,199916637	10,14303282	0,710318258	0,487091429	0,671787052	-6,260919967
217926_at	C19orf53	28974	0,152493209	10,37392084	0,710317179	0,48709208	0,671787052	-6,260920737
202920_at	ANK2	287	0,144386417	5,516141405	0,710224241	0,48714825	0,671787052	-6,260987117
205220_at	HCAR3	8843	-0,361760559	7,231745054	-0,709407979	0,487641743	0,672318482	-6,261569771
204791_at	NR2C1	7181	0,298231227	6,158597011	0,707801021	0,48861413	0,67350979	-6,262714986
200913_at	PPM1G	5496	0,156489259	9,289520267	0,707297094	0,488919297	0,67378107	-6,263073611
208743_s_at	YWHAB	7529	-0,222036669	10,48818975	-0,706990128	0,489105243	0,673887969	-6,263291949
221751_at	PANK3	79646	0,256935293	9,85199276	0,706187206	0,489591813	0,674408926	-6,263862626
201250_s_at	SLC2A1	6513	-0,221795591	9,99416367	-0,705982603	0,489715848	0,674430374	-6,26400795
203981_s_at	ABCD4	5826	-0,148777593	7,48462648	-0,704835307	0,490411704	0,67520072	-6,264822109
200749_at	RAN	5901	-0,219213857	9,774254986	-0,704702345	0,490492386	0,67520072	-6,264916383
203934_at	KDR	3791	0,170724057	7,066498226	0,703627898	0,491144646	0,675948961	-6,265677579
203145_at	SPAG5	10615	-0,293666513	7,847620664	-0,702845068	0,491620194	0,676453721	-6,266231488
204900_x_at	SAP30	8819	0,220968474	8,379877558	0,702253465	0,491979756	0,676668289	-6,266649705
212310_at	MIA3	375056	-0,317212628	7,340009746	-0,702230394	0,491993782	0,676668289	-6,266666007
218361_at	GOLPH3L	55204	0,262716474	10,04964464	0,701360488	0,492522777	0,677246048	-6,26728034
208096_s_at	COL21A1	81578	0,146122678	5,682688578	0,699940133	0,493387219	0,678247521	-6,268281861
204288_s_at	SORBS2	8470	0,257515953	8,519866582	0,699805428	0,493469248	0,678247521	-6,268376745
219371_s_at	KLF2	10365	0,154262962	8,348208039	0,699297261	0,493778769	0,678522958	-6,268734534
218231_at	NAGK	55577	-0,191146569	10,84106591	-0,698826819	0,494065412	0,678766843	-6,269065543
220079_s_at	USP48	84196	0,18575396	7,548003249	0,698462904	0,494287214	0,678921559	-6,269321454
204624_at	ATP7B	540	-0,223226081	8,401895743	-0,697911362	0,494623483	0,678998909	-6,269709067
201916_s_at	SEC63	11231	0,225439923	10,16175659	0,697844953	0,494663981	0,678998909	-6,269755719
210555_s_at	NFATC3	4775	0,191593972	7,260434411	0,697833238	0,494671125	0,678998909	-6,269763948
203068_at	KLHL21	9903	0,214944118	7,730328149	0,697182212	0,495068243	0,679058144	-6,270221057
221848_at	ZGPAT	84619	-0,162224651	7,737758694	-0,697113163	0,495110373	0,679058144	-6,270269515
219526_at	C14orf169	79697	-0,146331461	8,777555817	-0,696994078	0,495183037	0,679058144	-6,270353078
203219_s_at	APRT	353	-0,167749949	9,739271343	-0,696860639	0,495264467	0,679058144	-6,270446697
214440_at	NAT1	9	-0,418044524	9,119871699	-0,696795801	0,495304036	0,679058144	-6,27049218
209335_at	DCN	1634	0,254217141	9,875076521	0,696583831	0,495433412	0,679058144	-6,270640848
200048_s_at	JTB	10899	0,160313339	12,26730313	0,696509573	0,495478739	0,679058144	-6,270692919
221771_s_at	MPHOSPH8	54737	0,167076787	7,843454731	0,695799358	0,495912382	0,679460228	-6,271190674
204769_s_at	TAP2	6891	0,208359751	8,205834218	0,69567118	0,495990668	0,679460228	-6,271280457
51228_at	RBM12B	389677	0,158040446	5,231282924	0,69533046	0,496198802	0,679595628	-6,271519039
221519_at	FBXW4	6468	0,152593849	8,593305865	0,694958031	0,496426364	0,679757572	-6,271779699
218107_at	WDR26	80232	-0,148246425	10,61043731	-0,694024067	0,496997303	0,680389527	-6,272432792
205748_s_at	RNF126	55658	-0,128611262	6,532990686	-0,693833943	0,497113574	0,6803989	-6,272565639
208289_s_at	EI24	9538	-0,16308262	9,452132472	-0,692245655	0,498085512	0,681579163	-6,273674091
212782_x_at	POLR2J	5439	0,160080564	8,552866937	0,691599691	0,498481119	0,681822756	-6,274124218
201652_at	COPS5	10987	-0,157422086	10,53204754	-0,691596894	0,498482832	0,681822756	-6,274126166
213322_at	OARD1	221443	-0,177683313	9,291882762	-0,691209943	0,4987199	0,681996995	-6,274395614
214831_at	ELK4	2005	0,169162654	6,999553624	0,690588511	0,49910076	0,682367749	-6,27482804
205478_at	PPP1R1A	5502	-0,195615261	6,47983174	-0,689412777	0,499821799	0,683061959	-6,275645177
212357_at	FAM168A	23201	-0,279453471	8,114845853	-0,6894023	0,499828227	0,683061959	-6,275652453
203430_at	HEBP2	23593	-0,191680082	10,64902524	-0,68915282	0,499981302	0,683121015	-6,275825669
218709_s_at	IFT52	51098	-0,1389814	9,122101452	-0,688810197	0,500191574	0,683258174	-6,27606346
202011_at	TJP1	7082	0,275283437	9,653844079	0,688451591	0,500411709	0,683408743	-6,276312225
208848_at	ADH5	128	0,19825801	8,880039701	0,688095074	0,500630617	0,683536469	-6,276559418
219722_s_at	GDPD3	79153	0,154836722	7,946753749	0,68794124	0,500725091	0,683536469	-6,276666043
204105_s_at	NRCAM	4897	0,218246285	7,235342025	0,687118713	0,501230405	0,684076088	-6,277235765
214359_s_at	HSP90AB1	3326	-0,169728888	10,29474007	-0,686457833	0,501636625	0,684480257	-6,277693057
219076_s_at	PXMP2	5827	-0,177122945	8,867487957	-0,685725265	0,502087131	0,684888285	-6,278199467
206726_at	HPGDS	27306	-0,142540051	5,83177199	-0,685539173	0,502201608	0,684888285	-6,278328026
219767_s_at	CRYZL1	9946	0,188777932	7,301800732	0,685434355	0,502266095	0,684888285	-6,278400425
209955_s_at	FAP	2191	0,296712465	9,603822288	0,685118811	0,502460257	0,685002823	-6,278618309
220926_s_at	EDEM3	80267	0,187657471	6,958144049	0,684785181	0,502665593	0,685132543	-6,278848579
201798_s_at	MYOF	26509	0,222814238	10,40180739	0,684432558	0,502882673	0,685278207	-6,279091842
211284_s_at	GRN	2896	0,18444279	10,11310627	0,683941093	0,503185315	0,685502252	-6,27943069
209688_s_at	CCDC93	54520	0,184247951	8,646447563	0,683663718	0,503356167	0,685502252	-6,279621829
203240_at	FCGBP	8857	0,164145617	8,002400685	0,68358244	0,503406237	0,685502252	-6,279677824
209314_s_at	HBS1L	10767	0,269476878	6,202249723	0,683322811	0,503566198	0,685502252	-6,279856647
210140_at	CST7	8530	0,179085651	7,489428133	0,683270699	0,503598309	0,685502252	-6,279892533
212302_at	RTF1	23168	0,142006849	8,00401653	0,682860127	0,503851337	0,68553449	-6,280175169
207170_s_at	LETMD1	25875	0,159245254	8,991355175	0,6828496	0,503857825	0,68553449	-6,280182413
201370_s_at	CUL3	8452	0,215690882	7,461570846	0,682532844	0,504053088	0,68553449	-6,280400354
206352_s_at	PEX10	5192	-0,150834105	8,015529819	-0,682353284	0,504163796	0,68553449	-6,280523857
219374_s_at	ALG9	79796	-0,200075681	7,917430204	-0,682337964	0,504173242	0,68553449	-6,280534393
220094_s_at	MCUR1	63933	0,23995052	8,492291282	0,681662255	0,504589982	0,685803892	-6,280998862
207941_s_at	RBM39	9584	0,178038368	11,40517388	0,681659049	0,50459196	0,685803892	-6,281001065
210059_s_at	MAPK13	5603	0,225910539	9,207849243	0,680930503	0,505041508	0,686264882	-6,281501364
215978_x_at	ZNF721	170960	0,153848278	9,004262394	0,680342313	0,505404618	0,686608241	-6,28190491
218389_s_at	APH1A	51107	0,207412533	9,47253751	0,679895255	0,505680703	0,686724724	-6,282211408
208598_s_at	HUWE1	10075	-0,17234035	9,123880773	-0,67984581	0,505711243	0,686724724	-6,282245295
221760_at	MAN1A1	4121	0,2258217	9,373808577	0,678415649	0,506595063	0,687774695	-6,283224447
202471_s_at	IDH3G	3421	-0,221994831	9,120063661	-0,677871329	0,506931678	0,688081461	-6,283596601
218484_at	NDUFA4L2	56901	-0,155305913	6,850514437	-0,677405158	0,507220066	0,688322648	-6,283915099
208734_x_at	RAB2A	5862	-0,165662353	10,17495514	-0,676405305	0,507838924	0,688911647	-6,28459752
202642_s_at	TRRAP	8295	0,141284715	8,885920107	0,676328933	0,507886212	0,688911647	-6,284649606
205353_s_at	PEBP1	5037	-0,155864477	10,43332695	-0,676167017	0,507986475	0,688911647	-6,284760015
210297_s_at	MSMB	4477	-0,531307727	6,331768428	-0,675725213	0,508260111	0,689132441	-6,285061152
208764_s_at	ATP5G2	517	-0,181354912	10,4099157	-0,675299618	0,508523789	0,689339638	-6,285351064
203094_at	MAD2L1BP	9587	0,146680956	8,750814728	0,674935087	0,508749696	0,689383139	-6,285599242
202241_at	TRIB1	10221	0,249303346	10,44284032	0,674853373	0,508800344	0,689383139	-6,285654856
212250_at	MTDH	92140	0,184772162	9,893436074	0,674711176	0,508888486	0,689383139	-6,28575162
208336_s_at	TECR	9524	-0,215860759	9,483371179	-0,674295974	0,509145905	0,689581625	-6,286034053
209160_at	AKR1C3	8644	-0,524823593	6,714493093	-0,674026819	0,509312817	0,689657469	-6,286217052
204131_s_at	FOXO3	2309	-0,162780574	10,13922329	-0,6733221	0,509749984	0,689979636	-6,286695864
205063_at	GEMIN2	8487	0,150488302	4,77124517	0,673285543	0,509772668	0,689979636	-6,286720689
221918_at	CDK17	5128	-0,164757235	9,436075604	-0,67184025	0,510669936	0,690917901	-6,28770114
213283_s_at	SALL2	6297	0,142472308	8,906250771	0,671810989	0,510688111	0,690917901	-6,287720969
221792_at	RAB6B	51560	-0,173135611	8,529082315	-0,671628384	0,510801542	0,690921033	-6,287844696
212905_at	CSTF2T	23283	0,17625339	8,617647749	0,670773333	0,511332877	0,691489306	-6,288423628
209785_s_at	PLA2G4C	8605	-0,198793574	8,059948447	-0,67015251	0,511718858	0,691833834	-6,288843533
203966_s_at	PPM1A	5494	-0,172304468	10,00520225	-0,67000568	0,51181017	0,691833834	-6,28894279
201631_s_at	IER3	8870	-0,23130202	11,8284896	-0,669298899	0,512249839	0,692140915	-6,289420286
204053_x_at	PTEN	5728	0,187742947	9,316558074	0,669113843	0,512364993	0,692140915	-6,28954523
204960_at	PTPRCAP	5790	0,202015254	7,556912472	0,668992873	0,512440276	0,692140915	-6,289626887
209566_at	INSIG2	51141	-0,172864862	8,709509561	-0,668924877	0,512482595	0,692140915	-6,28967278
201740_at	NDUFS3	4722	-0,17280313	10,52115733	-0,668619092	0,512672931	0,692187531	-6,289879109
212684_at	ZNF3	7551	-0,186870467	8,026259126	-0,668511758	0,51273975	0,692187531	-6,289951511
203577_at	GTF2H4	2968	0,15267588	7,026751985	0,66821181	0,512926507	0,692289346	-6,290153784
218911_at	YEATS4	8089	0,160827224	5,532024278	0,666868627	0,513763282	0,693268248	-6,291058515
218445_at	H2AFY2	55506	-0,170826368	9,316195308	-0,666286437	0,514126215	0,693607465	-6,291450126
219010_at	C1orf106	55765	-0,406149336	9,625377808	-0,665655874	0,514519467	0,693987428	-6,29187391
214430_at	GLA	2717	0,173413542	9,888987749	0,665166438	0,514824822	0,694248698	-6,292202583
219763_at	DENND1A	57706	0,216470484	7,264698603	0,664316857	0,515355113	0,694690813	-6,292772563
200825_s_at	HYOU1	10525	-0,149810038	9,972496527	-0,66428321	0,515376121	0,694690813	-6,292795122
201459_at	RUVBL2	10856	0,145656519	9,614118152	0,663472395	0,515882514	0,69507228	-6,293338423
206067_s_at	WT1	7490	0,214765151	6,143262862	0,663472113	0,515882691	0,69507228	-6,293338612
218706_s_at	GRAMD3	65983	0,213290591	7,069079837	0,663133525	0,516094239	0,69508361	-6,293565303
214211_at	FTH1	2495	-0,249131834	11,4767982	-0,663100826	0,516114672	0,69508361	-6,29358719
213695_at	PON3	5446	-0,400353857	7,283839003	-0,661765197	0,516949662	0,695818381	-6,294480304
214686_at	ZNF266	10781	0,15656207	9,263099867	0,66165693	0,51701738	0,695818381	-6,294552625
